1.0000	0.2724	0.1023	0.2849	0.3112	0.2707	0.1489	0.2060	0.2943	0.2360	0.3312	0.2943	0.3292	0.3137	0.1712	0.2802	0.2870	0.2646	0.3082	0.2964	0.2440	0.2008	0.2098	0.2898	0.2264	0.1993	0.3090	0.2821	0.2296	0.2349	0.3204	0.2528	0.3223	0.2724	0.2483	0.1966	0.3128	0.2736	0.2294	0.3404	0.2171	0.2518	0.1527	0.3090	0.2648	0.3085	0.2845	0.1725	0.1274	0.2815	0.2163	0.1558	0.2557	0.2068	0.2314	0.1488	0.2387	0.3183	0.1916	0.3456	0.2092	0.2702	0.3232	0.1375	0.2610	0.1260	0.3232	0.3160	0.2153	0.2907	0.1414	0.3135	0.2538	0.2689	0.0911	0.1700	0.2732	0.1409	0.2219	0.1248	0.2084	0.1676	0.2347	0.3009	0.3087	0.3422
0.2724	1.0000	0.2009	0.6690	0.7122	0.6907	0.3066	0.4234	0.6836	0.6052	0.6828	0.6953	0.7003	0.6760	0.3048	0.6529	0.5067	0.5748	0.5586	0.5598	0.5938	0.5832	0.4260	0.6500	0.5341	0.4670	0.7357	0.6503	0.5159	0.5084	0.7007	0.5964	0.7204	0.6293	0.5930	0.3466	0.6651	0.6569	0.5461	0.7436	0.5392	0.5471	0.3892	0.6683	0.6489	0.6959	0.5783	0.3808	0.2947	0.5597	0.4589	0.3766	0.6344	0.4135	0.5131	0.3649	0.4947	0.7058	0.4559	0.7094	0.4645	0.6882	0.7170	0.3351	0.6445	0.3184	0.7170	0.6923	0.4811	0.6299	0.3235	0.6989	0.5810	0.5790	0.1822	0.3424	0.5843	0.2995	0.5437	0.2777	0.5113	0.3807	0.5049	0.6339	0.6428	0.7240
0.1023	0.2009	1.0000	0.2504	0.2679	0.2714	0.1192	0.1695	0.2600	0.2511	0.2806	0.2571	0.2660	0.2774	0.1366	0.2362	0.2173	0.2118	0.2245	0.2717	0.2051	0.2214	0.1851	0.2513	0.2309	0.1909	0.2691	0.2466	0.2868	0.2235	0.2648	0.2452	0.3018	0.2929	0.2378	0.1608	0.2477	0.3097	0.2117	0.2809	0.1970	0.2510	0.1897	0.2938	0.2537	0.2833	0.2351	0.1554	0.0929	0.2503	0.1606	0.1482	0.2290	0.1247	0.2025	0.1785	0.2370	0.2828	0.1900	0.2785	0.2081	0.2708	0.2785	0.1444	0.2392	0.1072	0.2785	0.2434	0.1984	0.2256	0.1519	0.2966	0.2117	0.2386	0.0859	0.1563	0.2490	0.1195	0.1957	0.0982	0.1823	0.1423	0.1965	0.2392	0.2403	0.2944
0.2849	0.6690	0.2504	1.0000	0.8920	0.8170	0.3660	0.4661	0.8295	0.7184	0.8335	0.7884	0.8824	0.8320	0.4159	0.7751	0.6198	0.6978	0.6308	0.7354	0.6188	0.6781	0.5493	0.7705	0.6241	0.5511	0.8325	0.7679	0.6077	0.6311	0.8256	0.6964	0.8656	0.7533	0.7044	0.4536	0.7842	0.8000	0.6005	0.8682	0.5743	0.6782	0.4879	0.8006	0.7436	0.7894	0.7015	0.4805	0.3845	0.6370	0.5046	0.4406	0.7293	0.4819	0.6125	0.4571	0.5867	0.8257	0.5504	0.8804	0.5762	0.8156	0.8185	0.4079	0.7666	0.3967	0.8185	0.8393	0.6059	0.7240	0.3828	0.8086	0.7596	0.7634	0.2704	0.4331	0.7773	0.3552	0.6277	0.3269	0.6393	0.4380	0.5826	0.7847	0.7739	0.8149
0.3112	0.7122	0.2679	0.8920	1.0000	0.8165	0.3915	0.4860	0.8370	0.7367	0.8110	0.8004	0.8694	0.8483	0.4663	0.7845	0.6586	0.7191	0.6624	0.7345	0.6075	0.7251	0.5503	0.7607	0.6388	0.5708	0.8701	0.7519	0.6210	0.6372	0.8522	0.7186	0.9025	0.7776	0.6644	0.4538	0.8093	0.8119	0.6242	0.8833	0.6038	0.6793	0.5237	0.8449	0.7634	0.8434	0.7210	0.4851	0.3854	0.6682	0.5182	0.4503	0.7289	0.4533	0.6066	0.4722	0.5916	0.8600	0.5731	0.8918	0.6426	0.8121	0.8433	0.4060	0.7466	0.4015	0.8433	0.8741	0.5979	0.7242	0.3727	0.8425	0.7012	0.7088	0.2482	0.4214	0.7267	0.3374	0.6311	0.3138	0.6420	0.4432	0.6514	0.8105	0.7997	0.8671
0.2707	0.6907	0.2714	0.8170	0.8165	1.0000	0.3780	0.4812	0.8324	0.7739	0.8283	0.8268	0.8727	0.8516	0.4182	0.7996	0.6591	0.6561	0.6971	0.7459	0.6265	0.6733	0.5403	0.7449	0.6230	0.5641	0.8343	0.7425	0.6845	0.6338	0.8568	0.7382	0.8905	0.8350	0.7002	0.4706	0.7991	0.8159	0.6817	0.8793	0.6912	0.6953	0.5338	0.8263	0.7703	0.8167	0.6955	0.4491	0.3375	0.6556	0.5745	0.4545	0.7544	0.4426	0.6168	0.4527	0.5993	0.8308	0.5457	0.8832	0.6316	0.8084	0.8562	0.3854	0.7707	0.3387	0.8562	0.8626	0.5716	0.7298	0.4057	0.8544	0.7206	0.7216	0.2402	0.4428	0.7362	0.3310	0.6205	0.2919	0.6487	0.4766	0.6285	0.7696	0.7730	0.8553
0.1489	0.3066	0.1192	0.3660	0.3915	0.3780	1.0000	0.2483	0.3970	0.3600	0.4043	0.3932	0.4343	0.4088	0.2085	0.3639	0.3071	0.3466	0.3257	0.3480	0.2874	0.3407	0.2857	0.3790	0.3581	0.3046	0.4312	0.3796	0.2820	0.2973	0.4359	0.3223	0.4271	0.3576	0.3683	0.2438	0.3715	0.4137	0.3037	0.4116	0.3114	0.3077	0.2364	0.4121	0.4100	0.4239	0.3341	0.2260	0.1748	0.3490	0.2373	0.2363	0.3667	0.2085	0.3155	0.2434	0.3172	0.4127	0.2513	0.4231	0.2847	0.3919	0.3985	0.2092	0.3341	0.1972	0.3984	0.4078	0.2726	0.3668	0.1760	0.4131	0.3301	0.3424	0.1155	0.2221	0.3435	0.1704	0.3218	0.1440	0.3029	0.2179	0.2700	0.3795	0.3819	0.4047
0.2060	0.4234	0.1695	0.4661	0.4860	0.4812	0.2483	1.0000	0.5078	0.4129	0.4670	0.4876	0.5356	0.5134	0.2652	0.4731	0.3952	0.3882	0.4273	0.4494	0.3802	0.3787	0.3534	0.4681	0.4345	0.3284	0.5099	0.4703	0.3805	0.3902	0.4924	0.4127	0.5341	0.5075	0.4324	0.2952	0.4992	0.4611	0.3994	0.4997	0.3797	0.4014	0.2951	0.4759	0.4251	0.4672	0.4039	0.2472	0.2073	0.4182	0.3244	0.2270	0.4551	0.2930	0.3609	0.2718	0.3478	0.4772	0.3690	0.5241	0.3402	0.5023	0.5248	0.2488	0.4571	0.2285	0.5248	0.4956	0.3265	0.4577	0.2226	0.4865	0.4121	0.4228	0.1565	0.2649	0.4321	0.2068	0.3496	0.1903	0.3806	0.2433	0.3129	0.4178	0.4168	0.4910
0.2943	0.6836	0.2600	0.8295	0.8370	0.8324	0.3970	0.5078	1.0000	0.7063	0.8442	0.8034	0.8731	0.8536	0.4323	0.7622	0.6872	0.7336	0.6613	0.7371	0.6144	0.7256	0.5786	0.7693	0.6463	0.5516	0.8605	0.7611	0.6322	0.6359	0.8641	0.7402	0.9003	0.7986	0.7370	0.4697	0.8063	0.8489	0.6251	0.8879	0.6084	0.7063	0.5143	0.8442	0.7860	0.8306	0.6879	0.4581	0.3499	0.6585	0.5210	0.4186	0.7099	0.5005	0.5967	0.4647	0.5833	0.8262	0.5379	0.8896	0.6196	0.8270	0.8489	0.4014	0.7768	0.3672	0.8488	0.8536	0.6095	0.7564	0.3750	0.8334	0.7114	0.7139	0.2956	0.4673	0.7306	0.3775	0.6505	0.3095	0.6840	0.4067	0.6470	0.7777	0.7608	0.8631
0.2360	0.6052	0.2511	0.7184	0.7367	0.7739	0.3600	0.4129	0.7063	1.0000	0.7470	0.7207	0.7718	0.7188	0.3884	0.6922	0.5665	0.5727	0.5819	0.6658	0.5880	0.5734	0.4855	0.6934	0.5779	0.5108	0.7612	0.6886	0.5572	0.6165	0.7657	0.6538	0.7958	0.7464	0.6249	0.4410	0.6685	0.7259	0.5895	0.7903	0.5962	0.5813	0.4106	0.7221	0.6750	0.7111	0.6510	0.3992	0.3559	0.6315	0.5029	0.4215	0.6883	0.3629	0.5464	0.4110	0.5684	0.7519	0.4722	0.7617	0.5646	0.7380	0.7497	0.3704	0.7030	0.2981	0.7497	0.7630	0.4905	0.6555	0.3424	0.7725	0.6404	0.6444	0.1821	0.4204	0.6554	0.3150	0.5633	0.2456	0.5873	0.3923	0.6281	0.7261	0.7235	0.7331
